TMEM43	GO:0071763
ZSWIM7	GO:0050821
C3AR1	GO:0007204
ANP32E	GO:0043486
ABCA2	GO:0006357
ABCA2	GO:0032383
ABCA2	GO:0042632
ABCA2	GO:0048545
JAZF1	GO:0000122
RNF111	GO:0016567
RNF111	GO:0045893
BAIAP2	GO:0009617
BAIAP2	GO:0032956
VGF	GO:0051591
SDR9C7	GO:0055114
OXSM	GO:0006637
OXSM	GO:0051790
OXSM	GO:0051792
MTPAP	GO:0006378
MTPAP	GO:0071044
OPRPN	GO:0001895
OPRPN	GO:0051930
IFT52	GO:0035720
IFT52	GO:0060271
PGLYRP4	GO:0016045
PGLYRP4	GO:0050830
RAB35	GO:0000910
RAB35	GO:0008104
RAB35	GO:0016197
RAB35	GO:0019882
RAB35	GO:0036010
RAB35	GO:0048227
EPS8L1	GO:0007266
EPS8L1	GO:0035023
EPS8L1	GO:1900029
CRADD	GO:0006977
CRADD	GO:0071260
CDC34	GO:0000209
CDC34	GO:0016567
CDC34	GO:0035458
CDC34	GO:0043161
CDC34	GO:0043951
CDC34	GO:0070936
GOLPH3L	GO:0007030
GOLPH3L	GO:0050714
EIF3A	GO:0001732
EIF3A	GO:0075522
EIF3A	GO:0075525
QRFPR	GO:0007186
UNC5B	GO:0014068
UNC5B	GO:0043524
UNC5B	GO:2001240
STXBP2	GO:0001909
STXBP2	GO:0043312
CHKB	GO:0006646
ZNF24	GO:0045892
ZNF24	GO:0045944
VPS37A	GO:0043162
FFAR1	GO:0051928
FFAR1	GO:0070542
NOC2L	GO:0000122
NOC2L	GO:0002903
NOC2L	GO:0031497
NOC2L	GO:0032066
NOC2L	GO:0034644
NOC2L	GO:0035067
NOC2L	GO:2001243
DGKQ	GO:0006111
DGKQ	GO:0006357
DGKQ	GO:0006654
DGKQ	GO:0007186
DGKQ	GO:0008277
DGKQ	GO:0010628
DGKQ	GO:0010629
DGKQ	GO:0010801
DGKQ	GO:0018105
DGKQ	GO:0019933
DGKQ	GO:0033198
DGKQ	GO:0046339
DGKQ	GO:0046486
DGKQ	GO:0046834
DGKQ	GO:0050731
DGKQ	GO:0051591
DGKQ	GO:0070493
DGKQ	GO:0070528
DGKQ	GO:0090181
DGKQ	GO:1903432
DGKQ	GO:2000064
DGKQ	GO:2000182
DECR1	GO:0006635
DECR1	GO:0051289
SUDS3	GO:0000122
SUDS3	GO:0016575
SUDS3	GO:0021762
SUDS3	GO:0043065
TBC1D10B	GO:0042147
TBC1D10B	GO:0043087
TBC1D10B	GO:1902017
EEA1	GO:0006897
EEA1	GO:0006906
EEA1	GO:0039694
LTBP2	GO:0097435
SLC23A2	GO:0015882
SLC23A2	GO:0070904
XRCC2	GO:0000278
XRCC2	GO:0000724
XRCC2	GO:0006281
XRCC2	GO:0042148
XRCC2	GO:0051297
PUM3	GO:0010835
ING5	GO:0006260
ING5	GO:0006473
ING5	GO:0008285
ING5	GO:0043065
ING5	GO:0043966
ING5	GO:0045893
ING5	GO:0045926
SLC12A5	GO:0030644
SLC12A5	GO:0060996
DRC1	GO:0060285
DRC1	GO:0070286
DRC1	GO:0071973
CDC25C	GO:0000086
MEGF8	GO:0035108
MEGF8	GO:0042074
MEGF8	GO:0055113
MEGF8	GO:0060972
MEGF8	GO:0061371
MEGF8	GO:0097094
PPP1R16B	GO:0001938
PPP1R16B	GO:0014066
PPP1R16B	GO:0035307
PPP1R16B	GO:0035308
PPP1R16B	GO:0061028
PPP1R16B	GO:1902309
PPP1R16B	GO:1903589
BAP1	GO:0001558
BAP1	GO:0016579
BAP1	GO:0035520
BAP1	GO:0035522
BAP1	GO:0051726
BAP1	GO:0071108
BAP1	GO:1903955
MAP10	GO:0031122
MAP10	GO:0032467
MAP10	GO:0032886
MAP10	GO:0051256
TWIST1	GO:0000122
TWIST1	GO:0003180
TWIST1	GO:0010628
TWIST1	GO:0010718
TWIST1	GO:0014067
TWIST1	GO:0030500
TWIST1	GO:0032000
TWIST1	GO:0032760
TWIST1	GO:0033128
TWIST1	GO:0043518
TWIST1	GO:0045668
TWIST1	GO:0045892
TWIST1	GO:0045944
TWIST1	GO:0048701
TWIST1	GO:0060900
TWIST1	GO:0061029
TWIST1	GO:0071456
TWIST1	GO:0071639
TWIST1	GO:2000144
TWIST1	GO:2000147
TWIST1	GO:2000679
TWIST1	GO:2000773
TWIST1	GO:2000778
TWIST1	GO:2000780
TWIST1	GO:2000793
SS18	GO:0045944
ME3	GO:0006090
ME3	GO:0006108
ME3	GO:0055114
CDKL2	GO:1903955
RITA1	GO:0045746
RITA1	GO:0051168
ESR2	GO:0000122
ESR2	GO:0045893
ESR2	GO:0051091
GEMIN7	GO:0000387
TSG101	GO:0042059
TSG101	GO:0043162
TSG101	GO:0043405
TSG101	GO:0046755
TSG101	GO:0048524
TSG101	GO:1902188
TSG101	GO:1903543
TSG101	GO:1903551
TSG101	GO:1903772
TSG101	GO:1903774
TSG101	GO:1902186
TRPV2	GO:0009266
ATM	GO:0006468
ATM	GO:0006974
ATM	GO:0006975
ATM	GO:0007004
ATM	GO:0007050
ATM	GO:0007094
ATM	GO:0010212
ATM	GO:0010506
ATM	GO:0018105
ATM	GO:0030889
ATM	GO:0036289
ATM	GO:0043065
ATM	GO:0043517
ATM	GO:0046777
ATM	GO:0071044
ATM	GO:0071480
ATM	GO:0071481
ATM	GO:0071500
ATM	GO:0072434
ATM	GO:0090399
ATM	GO:0097694
ATM	GO:1904262
ATM	GO:1904354
ATM	GO:1904358
ATM	GO:1904884
ATM	GO:0051972
LMNA	GO:0071456
LMNA	GO:0090343
ARHGEF18	GO:0007264
ARHGEF18	GO:0008360
ARHGEF18	GO:0030036
NADK2	GO:0019674
PCSK6	GO:0009100
PCSK6	GO:0016485
PCSK6	GO:0016486
PCSK6	GO:0032902
PCSK6	GO:0032940
DPH7	GO:0017183
KIN	GO:0006260
KIN	GO:0006974
PRKCG	GO:0016310
PRKCG	GO:0031397
PRKCG	GO:0032425
PRKCG	GO:0042177
ITGB1	GO:0007159
ITGB1	GO:0007160
ITGB1	GO:0007161
ITGB1	GO:0007229
ITGB1	GO:0010710
ITGB1	GO:0031589
ITGB1	GO:0033627
ITGB1	GO:0033631
ITGB1	GO:0034113
ITGB1	GO:0043065
ITGB1	GO:0043547
ITGB1	GO:0048333
ITGB1	GO:0050901
ITGB1	GO:0090004
ITGB1	GO:2000811
ITGB1	GO:0007179
ITGB1	GO:0043149
TMEM175	GO:0071805
NABP2	GO:0000724
NABP2	GO:0006281
NABP2	GO:0006974
NABP2	GO:0007093
NABP2	GO:0010212
NABP2	GO:0070200
NABP2	GO:1904355
NABP2	GO:0051972
SLAIN2	GO:0007020
SLAIN2	GO:0031116
SLAIN2	GO:0031122
TBX21	GO:0009615
TBX21	GO:0045893
TBX21	GO:0072676
SYT14P1	GO:0032793
SYT14P1	GO:0070374
SYT14P1	GO:1903861
ARL6IP5	GO:0008631
ARL6IP5	GO:0010917
ARL6IP5	GO:0032874
ARL6IP5	GO:0043065
ARL6IP5	GO:0043280
ARL3	GO:0000910
ARL3	GO:0006892
ARL3	GO:0007264
ARL3	GO:0060271
PTPN11	GO:0007420
PTPN11	GO:0007507
PTPN11	GO:0033628
PTPN11	GO:0035335
PTPN11	GO:0036302
PTPN11	GO:0038127
PTPN11	GO:0043254
PTPN11	GO:0048013
PTPN11	GO:0048806
PTPN11	GO:0048839
PTPN11	GO:0060325
PTPN11	GO:2001275
HVCN1	GO:0010043
HVCN1	GO:0015992
HVCN1	GO:0071294
HVCN1	GO:0071467
LIPC	GO:0006633
LIPC	GO:0019433
LIPC	GO:0034372
LIPC	GO:0034374
LIPC	GO:0034375
LIPC	GO:0042632
LIPC	GO:0070328
SIK3	GO:0006468
ONECUT2	GO:0045944
LRRC4C	GO:0050770
CX3CL1	GO:0002523
CX3CL1	GO:0006935
CX3CL1	GO:0030336
CX3CL1	GO:0033622
CX3CL1	GO:0050729
CX3CL1	GO:0051041
EVPL	GO:0018149
EVPL	GO:0030216
SYVN1	GO:0016567
SYVN1	GO:0018279
SYVN1	GO:0030433
SYVN1	GO:0030970
SYVN1	GO:0036503
SYVN1	GO:0042787
SYVN1	GO:0050821
SYVN1	GO:0070936
SYVN1	GO:1902236
CHRDL1	GO:0001654
CHRDL1	GO:0048749
POLR2H	GO:0006366
TOR2A	GO:0051260
ITIH4	GO:0006953
ITIH4	GO:0034097
HSPA5	GO:0021762
HSPA5	GO:0030335
HSPA5	GO:0035437
HSPA5	GO:0042149
HSPA5	GO:0043066
EZH2	GO:0000122
EZH2	GO:0010718
EZH2	GO:0042752
EZH2	GO:0043406
EZH2	GO:0043547
EZH2	GO:0045814
EZH2	GO:0045892
EZH2	GO:0048387
EZH2	GO:0070734
EZH2	GO:0071902
KEAP1	GO:0010499
KEAP1	GO:0016567
HOXC11	GO:0045944
ZC3HAV1	GO:0009615
ZC3HAV1	GO:0045071
ZC3HAV1	GO:0061014
AXIN2	GO:0001934
AXIN2	GO:0008285
AXIN2	GO:0010718
AXIN2	GO:0010942
AXIN2	GO:0032423
AXIN2	GO:0034613
AXIN2	GO:0035414
AXIN2	GO:0042476
AXIN2	GO:0043570
AXIN2	GO:0048255
AXIN2	GO:0070602
AXIN2	GO:0090090
SPATA18	GO:0006974
SPATA18	GO:0035694
SPATA18	GO:0035695
NHEJ1	GO:0006303
NHEJ1	GO:0010212
NHEJ1	GO:0030183
NHEJ1	GO:0030217
RHCG	GO:0006873
RHCG	GO:0015696
RHCG	GO:0070634
XCL1	GO:0001916
XCL1	GO:0002725
XCL1	GO:0007267
XCL1	GO:0009615
XCL1	GO:0010820
XCL1	GO:0032689
XCL1	GO:0032703
XCL1	GO:0032733
XCL1	GO:0035782
XCL1	GO:0043433
XCL1	GO:0045892
XCL1	GO:0050727
XCL1	GO:0051281
XCL1	GO:0071636
XCL1	GO:0071663
XCL1	GO:2000503
XCL1	GO:2000513
XCL1	GO:2000518
XCL1	GO:2000562
XCL1	GO:2000566
PGF	GO:0008284
ARNT2	GO:0001666
ARNT2	GO:0006355
ARNT2	GO:0007420
ARNT2	GO:0045944
HDGFRP2	GO:0030307
MCC	GO:0010633
MCC	GO:0045184
MCC	GO:0050680
MCC	GO:0090090
NMUR1	GO:0006816
NMUR1	GO:0006821
NMUR1	GO:0006939
NMUR1	GO:0007200
NMUR1	GO:0007202
NMUR1	GO:0019722
NMUR1	GO:0048016
NMUR1	GO:1903955
CEBPG	GO:0006357
CEBPG	GO:0045739
CEBPG	GO:0045944
MTHFD1L	GO:0006760
MTHFD1L	GO:0015942
MTHFD1L	GO:0046653
CHP2	GO:0008284
CHP2	GO:0010922
CHP2	GO:0042307
CHP2	GO:0045944
CHP2	GO:0070886
CHP2	GO:0071277
KLHL25	GO:0006446
KLHL25	GO:0016567
KLHL25	GO:0042787
UMPS	GO:0006222
SCARB1	GO:0010886
SCARB1	GO:0015920
SCARB1	GO:0032497
SCARB1	GO:0033344
SCARB1	GO:0034384
SCARB1	GO:0035461
SCARB1	GO:0043654
SCARB1	GO:0043691
SCARB1	GO:0044406
SCARB1	GO:0051000
SCARB1	GO:0070508
NR2F6	GO:0000122
CECR1	GO:0006154
NDRG1	GO:0030330
NDRG1	GO:0071456
NDRG1	GO:0090232
G0S2	GO:0097191
G0S2	GO:2001238
SPATA13	GO:0016477
SPATA13	GO:0030032
SPATA13	GO:0030334
SPATA13	GO:0046847
COPS5	GO:0000338
COPS5	GO:0016579
COPS5	GO:0045944
COPS5	GO:0046328
COPS5	GO:1903894
COPS5	GO:1990182
UNC13B	GO:0043065
UNC13B	GO:0050714
UNC13B	GO:0071333
KMT2D	GO:0008284
KMT2D	GO:0033148
KMT2D	GO:0043627
KMT2D	GO:0045944
TSGA13	GO:1903955
P2RX2	GO:0007605
P2RX2	GO:0051260
ATL3	GO:0007029
ATL3	GO:0007030
ATL3	GO:0051260
ATL3	GO:0006888
GNPTG	GO:0046835
TERT	GO:0001172
TERT	GO:0006278
TERT	GO:0007004
TERT	GO:0007005
TERT	GO:0010629
TERT	GO:0022616
TERT	GO:0030177
TERT	GO:0030422
TERT	GO:0031647
TERT	GO:0032092
TERT	GO:0032774
TERT	GO:0051000
TERT	GO:0070200
TERT	GO:0071456
TERT	GO:0071897
TERT	GO:0090399
TERT	GO:1902895
TERT	GO:1903704
TERT	GO:1904751
TERT	GO:2000773
TERT	GO:2001240
USP6	GO:0016579
USP6	GO:0060627
TGFB1	GO:0000060
TGFB1	GO:0000165
TGFB1	GO:0001837
TGFB1	GO:0001933
TGFB1	GO:0001934
TGFB1	GO:0002062
TGFB1	GO:0002244
TGFB1	GO:0006611
TGFB1	GO:0006754
TGFB1	GO:0006796
TGFB1	GO:0006954
TGFB1	GO:0007050
TGFB1	GO:0007093
TGFB1	GO:0007173
TGFB1	GO:0007179
TGFB1	GO:0007182
TGFB1	GO:0007183
TGFB1	GO:0007184
TGFB1	GO:0007435
TGFB1	GO:0008156
TGFB1	GO:0008284
TGFB1	GO:0008285
TGFB1	GO:0009611
TGFB1	GO:0010628
TGFB1	GO:0010629
TGFB1	GO:0010718
TGFB1	GO:0010763
TGFB1	GO:0010800
TGFB1	GO:0010862
TGFB1	GO:0010936
TGFB1	GO:0016477
TGFB1	GO:0017015
TGFB1	GO:0019049
TGFB1	GO:0022408
TGFB1	GO:0030214
TGFB1	GO:0030308
TGFB1	GO:0030335
TGFB1	GO:0030501
TGFB1	GO:0031293
TGFB1	GO:0031334
TGFB1	GO:0031663
TGFB1	GO:0032270
TGFB1	GO:0032355
TGFB1	GO:0032570
TGFB1	GO:0032740
TGFB1	GO:0032801
TGFB1	GO:0032930
TGFB1	GO:0032967
TGFB1	GO:0033138
TGFB1	GO:0035307
TGFB1	GO:0042307
TGFB1	GO:0043117
TGFB1	GO:0043406
TGFB1	GO:0043491
TGFB1	GO:0043536
TGFB1	GO:0043537
TGFB1	GO:0043552
TGFB1	GO:0043932
TGFB1	GO:0045216
TGFB1	GO:0045596
TGFB1	GO:0045599
TGFB1	GO:0045662
TGFB1	GO:0045786
TGFB1	GO:0045892
TGFB1	GO:0045893
TGFB1	GO:0045930
TGFB1	GO:0045944
TGFB1	GO:0048298
TGFB1	GO:0048642
TGFB1	GO:0050680
TGFB1	GO:0050714
TGFB1	GO:0050731
TGFB1	GO:0050921
TGFB1	GO:0051897
TGFB1	GO:0060389
TGFB1	GO:0060390
TGFB1	GO:0060391
TGFB1	GO:0060965
TGFB1	GO:0070374
TGFB1	GO:0070723
TGFB1	GO:0071407
TGFB1	GO:0071560
TGFB1	GO:0085029
TGFB1	GO:0097191
TGFB1	GO:1900126
TGFB1	GO:1901666
TGFB1	GO:1902895
TGFB1	GO:1903077
TGFB1	GO:1903799
TGFB1	GO:2000679
TGFB1	GO:2000727
FBXO6	GO:0031146
EGLN2	GO:0001666
EGLN2	GO:0018401
EGLN2	GO:0043523
EGLN2	GO:0045454
EGLN2	GO:0045732
SOX4	GO:0006355
SOX4	GO:0006977
SOX4	GO:0008284
SOX4	GO:0008285
SOX4	GO:0031397
SOX4	GO:0031647
SOX4	GO:0042769
SOX4	GO:0043065
SOX4	GO:0045727
SOX4	GO:0045893
SOX4	GO:0045944
SOX4	GO:0046826
SOX4	GO:0050821
SOX4	GO:2000761
SMO	GO:0007224
SMO	GO:0060248
SMO	GO:0072001
GRB10	GO:0030178
GRB10	GO:0030949
PRSS56	GO:0043010
PLA2G10	GO:0007411
PLA2G10	GO:0010884
PLA2G10	GO:0032270
PLA2G10	GO:0032308
PLA2G10	GO:0043030
PLA2G10	GO:0043433
PLA2G10	GO:0051977
CR2	GO:0030183
CR2	GO:0042100
NDC1	GO:0031081
NDC1	GO:0051292
TTLL5	GO:0060041
MARCH8	GO:0000209
RPAIN	GO:0006261
RPAIN	GO:0006281
RPAIN	GO:0006310
RPAIN	GO:0006606
VPS33B	GO:0007032
VPS33B	GO:0015031
VPS33B	GO:0016192
VPS33B	GO:0032400
VPS33B	GO:0032418
VPS33B	GO:0061025
VPS33B	GO:0070889
VPS33B	GO:0008333
VPS33B	GO:0097352
MDH2	GO:0006108
MDH2	GO:0006475
MAK	GO:0006468
MAK	GO:0046777
ANXA11	GO:0006909
ANXA11	GO:0051592
TAF6L	GO:0043966
GDF5	GO:0007184
GDF5	GO:0030513
GDF5	GO:0032331
GDF5	GO:0032332
GDF5	GO:0050680
GDF5	GO:0060395
GDF5	GO:0060591
ARSB	GO:0010632
ARSB	GO:0061580
CNGA3	GO:0006812
POU4F3	GO:0045944
VKORC1	GO:0007596
VKORC1	GO:0017144
VKORC1	GO:0017187
VKORC1	GO:0042373
METAP2	GO:0016485
METAP2	GO:0018206
METAP2	GO:0031365
GPD1L	GO:0002027
GPD1L	GO:0010765
GPD1L	GO:0019674
GPD1L	GO:0033137
GPD1L	GO:0060373
GPD1L	GO:0086005
GPD1L	GO:0090038
GPD1L	GO:2000010
GPD1L	GO:2000649
RBBP6	GO:0006275
RBBP6	GO:0006974
RBBP6	GO:0042787
MUS81	GO:0000737
MUS81	GO:0006281
MUS81	GO:0072429
SEC62	GO:0006620
IBTK	GO:0001933
IBTK	GO:0051209
KNTC1	GO:0007093
USH1G	GO:0007605
USH1G	GO:0045494
USH1G	GO:0050953
USH1G	GO:0050957
BECN1	GO:0000422
BECN1	GO:0000910
BECN1	GO:0006914
BECN1	GO:0007080
BECN1	GO:0010508
BECN1	GO:0032465
BECN1	GO:0032801
BECN1	GO:0060548
BECN1	GO:0098779
BECN1	GO:1902425
CRISPLD2	GO:0060325
CLIC4	GO:0030216
CLIC4	GO:0030336
CLIC4	GO:0071277
TSPAN1	GO:0008283
TSPAN1	GO:0016477
TSPAN1	GO:0045807
TSPAN1	GO:0050821
CD63	GO:0002092
CD63	GO:0007160
CD63	GO:0016477
CD63	GO:0034613
CD63	GO:0035646
CD63	GO:0048757
CD63	GO:1900746
CD63	GO:2000680
CD63	GO:2001046
TLN1	GO:0070527
RASSF2	GO:0031954
RASSF2	GO:0033137
RASSF2	GO:0043065
RASSF2	GO:0045860
RASSF2	GO:0046330
RASSF2	GO:0050821
RHOQ	GO:0008286
RHOQ	GO:0030866
RHOQ	GO:0032869
RHOQ	GO:0045944
RHOQ	GO:0046039
RHOQ	GO:0046326
RHOQ	GO:0051491
RHOQ	GO:0090005
BOD1L1	GO:0006974
BOD1L1	GO:0031297
CLIP1	GO:0001578
CLIP1	GO:0031116
BRIP1	GO:0006357
RWDD3	GO:0032088
RWDD3	GO:0033235
RWDD3	GO:1902073
TMPRSS11D	GO:0006508
TSC2	GO:0016239
TSC2	GO:0032007
TSC2	GO:0043276
ZCCHC6	GO:0031123
ZCCHC6	GO:0071044
RDH10	GO:0007601
RDH10	GO:0042572
RDH10	GO:0042574
INF2	GO:0090140
RBL1	GO:0010629
RBL1	GO:0043550
LOR	GO:0018149
LOR	GO:0030216
AZIN2	GO:0042177
AZIN2	GO:0098629
PPID	GO:0000122
PPID	GO:0006461
PPID	GO:0034389
PPID	GO:0043065
PPID	GO:0045070
PPID	GO:0050714
PPID	GO:0061077
PPID	GO:0071492
DYRK2	GO:0006468
DYRK2	GO:0006974
DYRK2	GO:0007224
DYRK2	GO:0042771
DYRK2	GO:0045725
DYRK2	GO:0051534
HLA-DMB	GO:0002399
HLA-DMB	GO:0002503
HLA-DMB	GO:0019886
HLA-DMB	GO:0042102
HLA-DMB	GO:2001190
KCNK3	GO:0034220
HELB	GO:0006260
HELB	GO:0006269
HELB	GO:0006974
HELB	GO:1903775
HELB	GO:2000042
GLP1R	GO:0007204
GLP1R	GO:0019933
PEX5	GO:0016558
PEX5	GO:0016560
PEX5	GO:0045046
PEX5	GO:1901094
SCG2	GO:0000165
SCG2	GO:0001525
SCG2	GO:0001938
SCG2	GO:0035556
SCG2	GO:0048245
SCG2	GO:0050918
SCG2	GO:0050930
SCG2	GO:2000352
SCG2	GO:2001237
ASMT	GO:0030187
SNX18	GO:0000281
SNX18	GO:0006897
SNX18	GO:0016197
SNX18	GO:0036089
SNX18	GO:0043547
POU4F2	GO:0000165
POU4F2	GO:0030520
POU4F2	GO:0045944
FGF13	GO:0000165
GBP1	GO:0050848
GBP1	GO:0050860
GBP1	GO:0070373
GBP1	GO:1900025
GBP1	GO:1900041
GBP1	GO:1903076
GBP1	GO:1903077
ZNF256	GO:0045892
PSMB7	GO:1903955
HSD17B4	GO:0001649
HSD17B4	GO:0006635
HSD17B4	GO:0008209
HSD17B4	GO:0008210
HSD17B4	GO:0036111
HSD17B4	GO:0036112
SLC22A6	GO:0015711
SLC22A6	GO:0015742
SLC22A6	GO:0097254
NAA10	GO:0006473
NAA10	GO:0006474
CDK9	GO:0006282
CDK9	GO:0006468
CDK9	GO:0031056
CDK9	GO:0031297
CDK9	GO:0033129
CDK9	GO:0045944
CDK9	GO:0051147
CDK9	GO:0071157
CDK9	GO:0071345
CDK9	GO:1900364
CDK9	GO:1903839
CDK9	GO:2001168
CDK9	GO:0007346
MYO6	GO:0006897
MYO6	GO:0030330
MYO6	GO:0045944
MYO6	GO:0051046
CLDN4	GO:0061436
SUPV3L1	GO:0000958
SUPV3L1	GO:0000962
SUPV3L1	GO:0000965
SUPV3L1	GO:0006310
SUPV3L1	GO:0006401
SUPV3L1	GO:0030307
SUPV3L1	GO:0032508
SUPV3L1	GO:0035945
SUPV3L1	GO:0035946
SUPV3L1	GO:0043066
SUPV3L1	GO:0070584
SUPV3L1	GO:0070827
SUPV3L1	GO:2000827
DTWD2	GO:1903955
CNN2	GO:0032970
CNN2	GO:0071260
EPHB3	GO:0016477
EPHB3	GO:0022407
EPHB3	GO:0034446
EPHB3	GO:0043087
EPHB3	GO:0046777
EPHB3	GO:0048013
MYO1A	GO:0007605
MYO1A	GO:0051648
GCFC2	GO:0000122
GCFC2	GO:0000245
SHROOM2	GO:0000902
GTPBP4	GO:0000079
GTPBP4	GO:0001649
GTPBP4	GO:0008156
GTPBP4	GO:0008285
GTPBP4	GO:0022408
GTPBP4	GO:0030336
GTPBP4	GO:0031397
GTPBP4	GO:0033342
GTPBP4	GO:0050821
GDF9	GO:0008284
GDF9	GO:2000870
DLG3	GO:0010923
POLA1	GO:0006260
POLA1	GO:0006270
POLA1	GO:0006271
POLA1	GO:0006272
POLA1	GO:0006273
POLA1	GO:0006303
POLA1	GO:0008283
POLA1	GO:0000731
POLA1	GO:0006281
PTX3	GO:0044869
PTX3	GO:0044871
PTX3	GO:0045087
PTX3	GO:0046597
PTX3	GO:1903016
PTX3	GO:1903019
DGKG	GO:0046486
DGKG	GO:0046834
SHQ1	GO:0022618
SHQ1	GO:0043065
SHQ1	GO:1904874
SHQ1	GO:2000233
SNRNP200	GO:0000398
SNRNP200	GO:0001649
CHRNB2	GO:0001666
CHRNB2	GO:0007165
CHRNB2	GO:0007612
CHRNB2	GO:0007613
CHRNB2	GO:0008542
CHRNB2	GO:0035094
CHRNB2	GO:0035095
CHRNB2	GO:0050877
CHRNB2	GO:0050890
POMGNT1	GO:0006493
POLQ	GO:0006284
POLQ	GO:0006302
POLQ	GO:0006974
POLQ	GO:0051260
POLQ	GO:0097681
POLQ	GO:2000042
LMOD1	GO:0030838
LMOD1	GO:0045010
RAB8B	GO:0019882
RAB8B	GO:0045046
RAB8B	GO:0060271
PLXNB3	GO:0001938
PLXNB3	GO:0007156
PLXNB3	GO:0007162
PLXNB3	GO:0010976
PLXNB3	GO:0030336
PLXNB3	GO:0034260
PLXNB3	GO:0050918
PLXNB3	GO:0060326
PLXNB3	GO:0071526
SARNP	GO:0006406
TMEM86B	GO:0046485
IL23R	GO:0002230
IL23R	GO:0002827
IL23R	GO:0032496
IL23R	GO:0032693
IL23R	GO:0032729
IL23R	GO:0032735
IL23R	GO:0034341
ADH7	GO:0001523
ADH7	GO:0006069
ADH7	GO:0009617
ADH7	GO:0010430
ADH7	GO:0045471
ADH7	GO:0055114
KCND3	GO:0071435
KCND3	GO:0086009
KCND3	GO:0086091
KCND3	GO:0097623
KCND3	GO:0099625
ANKLE2	GO:0007084
ANKLE2	GO:0007417
ANKLE2	GO:0035307
ANKLE2	GO:0042326
ANKLE2	GO:0043066
PAK1	GO:0001934
PAK1	GO:0006468
PAK1	GO:0008284
PAK1	GO:0030335
PAK1	GO:0031532
PAK1	GO:0033138
PAK1	GO:0033148
PAK1	GO:0042060
PAK1	GO:0043507
PAK1	GO:0046777
PAK1	GO:0048754
PAK1	GO:0051496
PAK1	GO:0060244
PAK1	GO:0000165
CRTAM	GO:0002355
CRTAM	GO:0002860
CRTAM	GO:0008037
CRTAM	GO:0045954
CRTAM	GO:0050715
CRTAM	GO:0051606
CRTAM	GO:0001913
CRTAM	GO:0050798
KLF2	GO:0036003
KLF2	GO:0045429
KLF2	GO:0045893
KLF2	GO:0045944
KLF2	GO:0051247
KLF2	GO:0071499
NKX3-1	GO:0001934
NKX3-1	GO:0006919
NKX3-1	GO:0008284
NKX3-1	GO:0008285
NKX3-1	GO:0010628
NKX3-1	GO:0010629
NKX3-1	GO:0010942
NKX3-1	GO:0014068
NKX3-1	GO:0030521
NKX3-1	GO:0035690
NKX3-1	GO:0043280
NKX3-1	GO:0043491
NKX3-1	GO:0045892
NKX3-1	GO:0045893
NKX3-1	GO:0045930
NKX3-1	GO:0045931
NKX3-1	GO:0045944
NKX3-1	GO:0051781
NKX3-1	GO:0071347
NKX3-1	GO:0071356
NKX3-1	GO:0071383
NKX3-1	GO:0071456
NKX3-1	GO:0071850
NKX3-1	GO:0071899
NKX3-1	GO:2000836
NKX3-1	GO:2001022
NKX3-1	GO:2001235
NKX3-1	GO:2001244
NDUFAF7	GO:0019918
NDUFAF7	GO:0032981
TSPAN17	GO:0072594
ZNF675	GO:0000122
ZNF675	GO:0007249
ZNF675	GO:0010804
ZNF675	GO:0019221
ZNF675	GO:0032088
ZNF675	GO:0043508
ZNF675	GO:0045671
ZNF675	GO:0046329
ZNF675	GO:2000660
ZNF675	GO:2000678
ARRB2	GO:0002031
ARRB2	GO:0002032
ARRB2	GO:0002092
ARRB2	GO:0006366
ARRB2	GO:0007179
ARRB2	GO:0016567
ARRB2	GO:0031397
ARRB2	GO:0031398
ARRB2	GO:0031623
ARRB2	GO:0032088
ARRB2	GO:0043161
ARRB2	GO:0045953
ARRB2	GO:0060326
ARRB2	GO:0060765
ARRB2	GO:0070374
LRP4	GO:0001822
LRP4	GO:0030279
LRP4	GO:0060173
LRP4	GO:0090090
ALDH6A1	GO:0006210
ALDH6A1	GO:0006574
MYO1E	GO:0006897
AURKB	GO:0000122
AURKB	GO:0002903
AURKB	GO:0006468
AURKB	GO:0007051
AURKB	GO:0032091
AURKB	GO:0032212
AURKB	GO:0032467
AURKB	GO:0034501
AURKB	GO:0034644
AURKB	GO:0036089
AURKB	GO:0051256
AURKB	GO:0051973
AURKB	GO:1904355
CCL26	GO:0001938
CCL26	GO:0030335
CCL26	GO:0030838
CCL26	GO:0043547
ZNF205	GO:0000122
ZNF205	GO:0010729
ZNF205	GO:1901030
BCL9	GO:0017015
WDFY1	GO:0034141
WDFY1	GO:0034145
PAX9	GO:0045892
APC	GO:0000281
APC	GO:0006461
APC	GO:0006974
APC	GO:0007026
APC	GO:0007050
APC	GO:0007094
APC	GO:0008285
APC	GO:0016477
APC	GO:0030335
APC	GO:0031274
APC	GO:0032886
APC	GO:0043065
APC	GO:0045732
APC	GO:0045736
APC	GO:0051988
APC	GO:0090090
BCO2	GO:0016119
BCO2	GO:0016121
BCO2	GO:0055114
TTYH3	GO:0006821
ALDH9A1	GO:0006081
ALDH9A1	GO:0042136
ALDH9A1	GO:0055114
CAPN10	GO:0006508
CAPN10	GO:0032024
CAPN10	GO:0032869
CAPN10	GO:0046326
CAPN10	GO:0097050
SLITRK1	GO:0007416
SLITRK1	GO:0050772
DOCK4	GO:0060326
