from,to,weight,type,gene
b2024,b0440,0.500,obo2,b3670
b0440,b2035,0.250,obo1,b3670
b2035,b0440,0.000,obo2,b3670
b1487,b2235,0.857,obo1,b1487
b2235,b1947,0.714,obo2,b1487
b1947,b1631,0.571,obo1,b1487
b1631,b0058,0.429,obo2,b1487
b0058,b1444,0.286,obo1,b1487
b1444,b0003,0.143,obo2,b1487
b0003,b1444,0.000,obo1,b1487
b1480,b1406,0.857,obo1,b1480
b1406,b3566,0.714,obo2,b1480
b3566,b1067,0.571,obo1,b1480
b1067,b1767,0.429,obo2,b1480
b1767,b0003,0.286,obo1,b1480
b0003,b1444,0.143,obo2,b1480
b1444,b0003,0.000,obo1,b1480
b1482,b2535,0.667,obo1,b1482
b2535,b2240,0.333,obo2,b1482
b2240,b2535,0.000,obo1,b1482
b3771,b3231,0.929,obo1,b3771
b3231,b1917,0.857,obo2,b3771
b1917,b3623,0.786,obo1,b3771
b3623,b3168,0.714,obo2,b3771
b3168,b1886,0.643,obo1,b3771
b1886,b3640,0.571,obo2,b3771
b3640,b2199,0.500,obo1,b3771
b2199,b2600,0.429,obo2,b3771
b2600,b2281,0.357,obo1,b3771
b2281,b1628,0.286,obo2,b3771
b1628,b3959,0.214,obo1,b3771
b3959,b0118,0.143,obo2,b3771
b0118,b0863,0.071,obo1,b3771
b0863,b2600,0.000,obo2,b3771
b0175,b3769,0.800,obo1,b0175
b3769,b3098,0.600,obo2,b0175
b3098,b3750,0.400,obo1,b0175
b3750,b3958,0.200,obo2,b0175
b3958,b3750,0.000,obo1,b0175
b0174,b0523,0.667,obo1,b0174
b0523,b0419,0.333,obo2,b0174
b0419,b0523,0.000,obo1,b0174
b4345,b3304,0.833,obo1,b4345
b3304,b0169,0.667,obo2,b4345
b0169,b3049,0.500,obo1,b4345
b3049,b0643,0.333,obo2,b4345
b0643,b0886,0.167,obo1,b4345
b0886,b0169,0.000,obo2,b4345
b2726,b1493,0.800,obo1,b2726
b1493,b2903,0.600,obo2,b2726
b2903,b4188,0.400,obo1,b2726
b4188,b2203,0.200,obo2,b2726
b2203,b4188,0.000,obo1,b2726
b0171,b1652,0.900,obo1,b0171
b1652,b4377,0.800,obo2,b0171
b4377,b3175,0.700,obo1,b0171
b3175,b2185,0.600,obo2,b0171
b2185,b0285,0.500,obo1,b0171
b0285,b0284,0.400,obo2,b0171
b0284,b1632,0.300,obo1,b0171
b1632,b1883,0.200,obo2,b0171
b1883,b1224,0.100,obo1,b0171
b1224,b1883,0.000,obo2,b0171
b0170,b2925,0.857,obo1,b0170
b2925,b0860,0.714,obo2,b0170
b0860,b1493,0.571,obo1,b0170
b1493,b2903,0.429,obo2,b0170
b2903,b4188,0.286,obo1,b0170
b4188,b2203,0.143,obo2,b0170
b2203,b4188,0.000,obo1,b0170
b0356,b0014,0.750,obo1,b0356
b0014,b4244,0.500,obo2,b0356
b4244,b0325,0.250,obo1,b0356
b0325,b4244,0.000,obo2,b0356
b0355,b0437,0.500,obo1,b0355
b0437,b0355,0.000,obo2,b0355
b3403,b1883,0.667,obo1,b3403
b1883,b1224,0.333,obo2,b3403
b1224,b1883,0.000,obo1,b3403
b3400,b3170,0.667,obo1,b3400
b3170,b1243,0.333,obo2,b3400
b1243,b3170,0.000,obo1,b3400
b3401,b1661,0.750,obo1,b3401
b1661,b4045,0.500,obo2,b3401
b4045,b2019,0.250,obo1,b3401
b2019,b4045,0.000,obo2,b3401
b2131,b3893,0.800,obo1,b2131
b3893,b1018,0.600,obo2,b2131
b1018,b4230,0.400,obo1,b2131
b4230,b1884,0.200,obo2,b2131
b1884,b4230,0.000,obo1,b2131
b2422,b2665,0.889,obo1,b2422
b2665,b1967,0.778,obo2,b2422
b1967,b1628,0.667,obo1,b2422
b1628,b3959,0.556,obo2,b2422
b3959,b0118,0.444,obo1,b2422
b0118,b0863,0.333,obo2,b2422
b0863,b2600,0.222,obo1,b2422
b2600,b2281,0.111,obo2,b2422
b2281,b1628,0.000,obo1,b2422
b2421,b2313,0.833,obo1,b2421
b2313,b3987,0.667,obo2,b2421
b3987,b2498,0.500,obo1,b2421
b2498,b4045,0.333,obo2,b2421
b4045,b2019,0.167,obo1,b2421
b2019,b4045,0.000,obo2,b2421
b3733,b0763,0.750,obo1,b3733
b0763,b3382,0.500,obo2,b3733
b3382,b3457,0.250,obo1,b3733
b3457,b3382,0.000,obo2,b3733
b0429,b3734,0.833,obo1,b0429
b3734,b4051,0.667,obo2,b0429
b4051,b2020,0.500,obo1,b0429
b2020,b4045,0.333,obo2,b0429
b4045,b2019,0.167,obo1,b0429
b2019,b4045,0.000,obo2,b0429
b0428,b0712,0.750,obo1,b0428
b0712,b2019,0.500,obo2,b0428
b2019,b4045,0.250,obo1,b0428
b4045,b2019,0.000,obo2,b0428
b2425,b2035,0.667,obo1,b2425
b2035,b0440,0.333,obo2,b2425
b0440,b2035,0.000,obo1,b2425
b2424,b3388,0.667,obo1,b2424
b3388,b3507,0.333,obo2,b2424
b3507,b3388,0.000,obo1,b2424
b0197,b0781,0.875,obo1,b0197
b0781,b1081,0.750,obo2,b0197
b1081,b3625,0.625,obo1,b0197
b3625,b1134,0.500,obo2,b0197
b1134,b3312,0.375,obo1,b0197
b3312,b0419,0.250,obo2,b0197
b0419,b0523,0.125,obo1,b0197
b0523,b0419,0.000,obo2,b0197
b0058,b1444,0.667,obo1,b0058
b1444,b0003,0.333,obo2,b0058
b0003,b1444,0.000,obo1,b0058
b4006,b3541,0.933,obo1,b4006
b3541,b1088,0.867,obo2,b4006
b1088,b1939,0.800,obo1,b4006
b1939,b3993,0.733,obo2,b4006
b3993,b0439,0.667,obo1,b4006
b0439,b3288,0.600,obo2,b4006
b3288,b4315,0.533,obo1,b4006
b4315,b3393,0.467,obo2,b4006
b3393,b2281,0.400,obo1,b4006
b2281,b1628,0.333,obo2,b4006
b1628,b3959,0.267,obo1,b4006
b3959,b0118,0.200,obo2,b4006
b0118,b0863,0.133,obo1,b4006
b0863,b2600,0.067,obo2,b4006
b2600,b2281,0.000,obo1,b4006
b4005,b0115,0.667,obo1,b4005
b0115,b3212,0.333,obo2,b4005
b3212,b0115,0.000,obo1,b4005
b1823,b1203,0.833,obo1,b1823
b1203,b4174,0.667,obo2,b1823
b4174,b3400,0.500,obo1,b1823
b3400,b3170,0.333,obo2,b1823
b3170,b1243,0.167,obo1,b1823
b1243,b3170,0.000,obo2,b1823
b3811,b0833,0.750,obo1,b3811
b0833,b4147,0.500,obo2,b3811
b4147,b0685,0.250,obo1,b3811
b0685,b4147,0.000,obo2,b3811
b2952,b1376,0.889,obo1,b2952
b1376,b1487,0.778,obo2,b2952
b1487,b2235,0.667,obo1,b2952
b2235,b1947,0.556,obo2,b2952
b1947,b1631,0.444,obo1,b2952
b1631,b0058,0.333,obo2,b2952
b0058,b1444,0.222,obo1,b2952
b1444,b0003,0.111,obo2,b2952
b0003,b1444,0.000,obo1,b2952
b2951,b1287,0.857,obo1,b2951
b1287,b3517,0.714,obo2,b2951
b3517,b3049,0.571,obo1,b2951
b3049,b0643,0.429,obo2,b2951
b0643,b0886,0.286,obo1,b2951
b0886,b0169,0.143,obo2,b2951
b0169,b3049,0.000,obo1,b2951
b3732,b2019,0.667,obo1,b3732
b2019,b4045,0.333,obo2,b3732
b4045,b2019,0.000,obo1,b3732
b0050,b3749,0.667,obo1,b0050
b3749,b4067,0.333,obo2,b0050
b4067,b3749,0.000,obo1,b0050
b0051,b2266,0.500,obo1,b0051
b2266,b0051,0.000,obo2,b0051
b3738,b1428,0.800,obo1,b3738
b1428,b3417,0.600,obo2,b3738
b3417,b2148,0.400,obo1,b3738
b2148,b3190,0.200,obo2,b3738
b3190,b2148,0.000,obo1,b3738
b3542,b1444,0.667,obo1,b3542
b1444,b0003,0.333,obo2,b3542
b0003,b1444,0.000,obo1,b3542
b2350,b2293,0.800,obo1,b2350
b2293,b1773,0.600,obo2,b2350
b1773,b0151,0.400,obo1,b2350
b0151,b3981,0.200,obo2,b2350
b3981,b0151,0.000,obo1,b2350
b0906,b1891,0.750,obo1,b0906
b1891,b0523,0.500,obo2,b0906
b0523,b0419,0.250,obo1,b0906
b0419,b0523,0.000,obo2,b0906
b0907,b3153,0.800,obo1,b0907
b3153,b1276,0.600,obo2,b0907
b1276,b1074,0.400,obo1,b0907
b1074,b1888,0.200,obo2,b0907
b1888,b3153,0.000,obo1,b0907
b0453,b2203,0.667,obo1,b0453
b2203,b4188,0.333,obo2,b0453
b4188,b2203,0.000,obo1,b0453
b0903,b1519,0.857,obo1,b0903
b1519,b3625,0.714,obo2,b0903
b3625,b1134,0.571,obo1,b0903
b1134,b3312,0.429,obo2,b0903
b3312,b0419,0.286,obo1,b0903
b0419,b0523,0.143,obo2,b0903
b0523,b0419,0.000,obo1,b0903
b4293,b3887,0.500,obo1,b4293
b3887,b4293,0.000,obo2,b4293
b2557,b3784,0.923,obo1,b2557
b3784,b3931,0.846,obo2,b2557
b3931,b0948,0.769,obo1,b2557
b0948,b3923,0.692,obo2,b2557
b3923,b2665,0.615,obo1,b2557
b2665,b1967,0.538,obo2,b2557
b1967,b1628,0.462,obo1,b2557
b1628,b3959,0.385,obo2,b2557
b3959,b0118,0.308,obo1,b2557
b0118,b0863,0.231,obo2,b2557
b0863,b2600,0.154,obo1,b2557
b2600,b2281,0.077,obo2,b2557
b2281,b1628,0.000,obo1,b2557
b3494,b3306,0.800,obo1,b3494
b3306,b1925,0.600,obo2,b3494
b1925,b1883,0.400,obo1,b3494
b1883,b1224,0.200,obo2,b3494
b1224,b1883,0.000,obo1,b3494
b2352,b2080,0.833,obo1,b2352
b2080,b0384,0.667,obo2,b2352
b0384,b3403,0.500,obo1,b2352
b3403,b1883,0.333,obo2,b2352
b1883,b1224,0.167,obo1,b2352
b1224,b1883,0.000,obo2,b2352
b2659,b2997,0.857,obo1,b2659
b2997,b1333,0.714,obo2,b2659
b1333,b2674,0.571,obo1,b2659
b2674,b0950,0.429,obo2,b2659
b0950,b0635,0.286,obo1,b2659
b0635,b3726,0.143,obo2,b2659
b3726,b0635,0.000,obo1,b2659
b3493,b0050,0.750,obo1,b3493
b0050,b3749,0.500,obo2,b3493
b3749,b4067,0.250,obo1,b3493
b4067,b3749,0.000,obo2,b3493
b2041,b1443,0.857,obo1,b2041
b1443,b0907,0.714,obo2,b2041
b0907,b3153,0.571,obo1,b2041
b3153,b1276,0.429,obo2,b2041
b1276,b1074,0.286,obo1,b2041
b1074,b1888,0.143,obo2,b2041
b1888,b3153,0.000,obo1,b2041
b2040,b4045,0.667,obo1,b2040
b4045,b2019,0.333,obo2,b2040
b2019,b4045,0.000,obo1,b2040
b2996,b3750,0.667,obo1,b2996
b3750,b3958,0.333,obo2,b2996
b3958,b3750,0.000,obo1,b2996
b1051,b1397,0.800,obo1,b1051
b1397,b3310,0.600,obo2,b1051
b3310,b3167,0.400,obo1,b1051
b3167,b1679,0.200,obo2,b1051
b1679,b3167,0.000,obo1,b1051
b2727,b0637,0.500,obo1,b2727
b0637,b2727,0.000,obo2,b2727
b2048,b3707,0.667,obo1,b2048
b3707,b0585,0.333,obo2,b2048
b0585,b3707,0.000,obo1,b2048
b0221,b3313,0.833,obo1,b0221
b3313,b0720,0.667,obo2,b0221
b0720,b0727,0.500,obo1,b0221
b0727,b1883,0.333,obo2,b0221
b1883,b1224,0.167,obo1,b0221
b1224,b1883,0.000,obo2,b0221
b0220,b2904,0.500,obo1,b0220
b2904,b0220,0.000,obo2,b0220
b3923,b2665,0.889,obo1,b3923
b2665,b1967,0.778,obo2,b3923
b1967,b1628,0.667,obo1,b3923
b1628,b3959,0.556,obo2,b3923
b3959,b0118,0.444,obo1,b3923
b0118,b0863,0.333,obo2,b3923
b0863,b2600,0.222,obo1,b3923
b2600,b2281,0.111,obo2,b3923
b2281,b1628,0.000,obo1,b3923
b3922,b3923,0.900,obo1,b3922
b3923,b2665,0.800,obo2,b3922
b2665,b1967,0.700,obo1,b3922
b1967,b1628,0.600,obo2,b3922
b1628,b3959,0.500,obo1,b3922
b3959,b0118,0.400,obo2,b3922
b0118,b0863,0.300,obo1,b3922
b0863,b2600,0.200,obo2,b3922
b2600,b2281,0.100,obo1,b3922
b2281,b1628,0.000,obo2,b3922
b3983,b1818,0.500,obo1,b3983
b1818,b3983,0.000,obo2,b3983
b1705,b0003,0.667,obo1,b1705
b0003,b1444,0.333,obo2,b1705
b1444,b0003,0.000,obo1,b1705
b4230,b1884,0.500,obo1,b4230
b1884,b4230,0.000,obo2,b4230
b0790,b3707,0.667,obo1,b0790
b3707,b0585,0.333,obo2,b0790
b0585,b3707,0.000,obo1,b0790
b2032,b0311,0.933,obo1,b2032
b0311,b2597,0.867,obo2,b2032
b2597,b0729,0.800,obo1,b2032
b0729,b1254,0.733,obo2,b2032
b1254,b1129,0.667,obo1,b2032
b1129,b4119,0.600,obo2,b2032
b4119,b0726,0.533,obo1,b2032
b0726,b3748,0.467,obo2,b2032
b3748,b2341,0.400,obo1,b2032
b2341,b2309,0.333,obo2,b2032
b2309,b2287,0.267,obo1,b2032
b2287,b1076,0.200,obo2,b2032
b1076,b0003,0.133,obo1,b2032
b0003,b1444,0.067,obo2,b2032
b1444,b0003,0.000,obo1,b2032
b2033,b1683,0.875,obo1,b2033
b1683,b3297,0.750,obo2,b2033
b3297,b1090,0.625,obo1,b2033
b1090,b2038,0.500,obo2,b2033
b2038,b2423,0.375,obo1,b2033
b2423,b4072,0.250,obo2,b2033
b4072,b1864,0.125,obo1,b2033
b1864,b2038,0.000,obo2,b2033
b2034,b4243,0.929,obo1,b2034
b4243,b0406,0.857,obo2,b2034
b0406,b3311,0.786,obo1,b2034
b3311,b0711,0.714,obo2,b2034
b0711,b1246,0.643,obo1,b2034
b1246,b4015,0.571,obo2,b2034
b4015,b1208,0.500,obo1,b2034
b1208,b1709,0.429,obo2,b2034
b1709,b0285,0.357,obo1,b2034
b0285,b0284,0.286,obo2,b2034
b0284,b1632,0.214,obo1,b2034
b1632,b1883,0.143,obo2,b2034
b1883,b1224,0.071,obo1,b2034
b1224,b1883,0.000,obo2,b2034
b2035,b0440,0.500,obo1,b2035
b0440,b2035,0.000,obo2,b2035
b2036,b2032,0.938,obo1,b2036
b2032,b0311,0.875,obo2,b2036
b0311,b2597,0.812,obo1,b2036
b2597,b0729,0.750,obo2,b2036
b0729,b1254,0.688,obo1,b2036
b1254,b1129,0.625,obo2,b2036
b1129,b4119,0.562,obo1,b2036
b4119,b0726,0.500,obo2,b2036
b0726,b3748,0.438,obo1,b2036
b3748,b2341,0.375,obo2,b2036
b2341,b2309,0.312,obo1,b2036
b2309,b2287,0.250,obo2,b2036
b2287,b1076,0.188,obo1,b2036
b1076,b0003,0.125,obo2,b2036
b0003,b1444,0.062,obo1,b2036
b1444,b0003,0.000,obo2,b2036
b2037,b1864,0.800,obo1,b2037
b1864,b2038,0.600,obo2,b2037
b2038,b2423,0.400,obo1,b2037
b2423,b4072,0.200,obo2,b2037
b4072,b1864,0.000,obo1,b2037
b2038,b2423,0.750,obo1,b2038
b2423,b4072,0.500,obo2,b2038
b4072,b1864,0.250,obo1,b2038
b1864,b2038,0.000,obo2,b2038
b2039,b2038,0.800,obo1,b2039
b2038,b2423,0.600,obo2,b2039
b2423,b4072,0.400,obo1,b2039
b4072,b1864,0.200,obo2,b2039
b1864,b2038,0.000,obo1,b2039
b2423,b4072,0.750,obo1,b2423
b4072,b1864,0.500,obo2,b2423
b1864,b2038,0.250,obo1,b2423
b2038,b2423,0.000,obo2,b2423
b1608,b1602,0.667,obo1,b1608
b1602,b1000,0.333,obo2,b1608
b1000,b1602,0.000,obo1,b1608
b4318,b1397,0.800,obo1,b4318
b1397,b3310,0.600,obo2,b4318
b3310,b3167,0.400,obo1,b4318
b3167,b1679,0.200,obo2,b4318
b1679,b3167,0.000,obo1,b4318
b4317,b3871,0.917,obo1,b4317
b3871,b3540,0.833,obo2,b4317
b3540,b3923,0.750,obo1,b4317
b3923,b2665,0.667,obo2,b4317
b2665,b1967,0.583,obo1,b4317
b1967,b1628,0.500,obo2,b4317
b1628,b3959,0.417,obo1,b4317
b3959,b0118,0.333,obo2,b4317
b0118,b0863,0.250,obo1,b4317
b0863,b2600,0.167,obo2,b4317
b2600,b2281,0.083,obo1,b4317
b2281,b1628,0.000,obo2,b4317
b4315,b3393,0.875,obo1,b4315
b3393,b2281,0.750,obo2,b4315
b2281,b1628,0.625,obo1,b4315
b1628,b3959,0.500,obo2,b4315
b3959,b0118,0.375,obo1,b4315
b0118,b0863,0.250,obo2,b4315
b0863,b2600,0.125,obo1,b4315
b2600,b2281,0.000,obo2,b4315
b4314,b1376,0.889,obo1,b4314
b1376,b1487,0.778,obo2,b4314
b1487,b2235,0.667,obo1,b4314
b2235,b1947,0.556,obo2,b4314
b1947,b1631,0.444,obo1,b4314
b1631,b0058,0.333,obo2,b4314
b0058,b1444,0.222,obo1,b4314
b1444,b0003,0.111,obo2,b4314
b0003,b1444,0.000,obo1,b4314
b1602,b1000,0.500,obo1,b1602
b1000,b1602,0.000,obo2,b1602
b4279,b1070,0.875,obo1,b4279
b1070,b0118,0.750,obo2,b4279
b0118,b0863,0.625,obo1,b4279
b0863,b2600,0.500,obo2,b4279
b2600,b2281,0.375,obo1,b4279
b2281,b1628,0.250,obo2,b4279
b1628,b3959,0.125,obo1,b4279
b3959,b0118,0.000,obo2,b4279
b4081,b1000,0.667,obo1,b4081
b1000,b1602,0.333,obo2,b4081
b1602,b1000,0.000,obo1,b4081
b3614,b0399,0.750,obo1,b3614
b0399,b0523,0.500,obo2,b3614
b0523,b0419,0.250,obo1,b3614
b0419,b0523,0.000,obo2,b3614
b1283,b1099,0.800,obo1,b1283
b1099,b0631,0.600,obo2,b1283
b0631,b1679,0.400,obo1,b1283
b1679,b3167,0.200,obo2,b1283
b3167,b1679,0.000,obo1,b1283
b0830,b0607,0.500,obo1,b0830
b0607,b0830,0.000,obo2,b0830
b1281,b0405,0.500,obo1,b1281
b0405,b1281,0.000,obo2,b1281
b0836,b1885,0.929,obo1,b0836
b1885,b1124,0.857,obo2,b0836
b1124,b1825,0.786,obo1,b0836
b1825,b1129,0.714,obo2,b0836
b1129,b4119,0.643,obo1,b0836
b4119,b0726,0.571,obo2,b0836
b0726,b3748,0.500,obo1,b0836
b3748,b2341,0.429,obo2,b0836
b2341,b2309,0.357,obo1,b0836
b2309,b2287,0.286,obo2,b0836
b2287,b1076,0.214,obo1,b0836
b1076,b0003,0.143,obo2,b0836
b0003,b1444,0.071,obo1,b0836
b1444,b0003,0.000,obo2,b0836
b1287,b3517,0.833,obo1,b1287
b3517,b3049,0.667,obo2,b1287
b3049,b0643,0.500,obo1,b1287
b0643,b0886,0.333,obo2,b1287
b0886,b0169,0.167,obo1,b1287
b0169,b3049,0.000,obo2,b1287
b0835,b2266,0.667,obo1,b0835
b2266,b0051,0.333,obo2,b0835
b0051,b2266,0.000,obo1,b0835
b1938,b3239,0.667,obo1,b1938
b3239,b4014,0.333,obo2,b1938
b4014,b3239,0.000,obo1,b1938
b1939,b3993,0.917,obo1,b1939
b3993,b0439,0.833,obo2,b1939
b0439,b3288,0.750,obo1,b1939
b3288,b4315,0.667,obo2,b1939
b4315,b3393,0.583,obo1,b1939
b3393,b2281,0.500,obo2,b1939
b2281,b1628,0.417,obo1,b1939
b1628,b3959,0.333,obo2,b1939
b3959,b0118,0.250,obo1,b1939
b0118,b0863,0.167,obo2,b1939
b0863,b2600,0.083,obo1,b1939
b2600,b2281,0.000,obo2,b1939
b2995,b1939,0.923,obo1,b2995
b1939,b3993,0.846,obo2,b2995
b3993,b0439,0.769,obo1,b2995
b0439,b3288,0.692,obo2,b2995
b3288,b4315,0.615,obo1,b2995
b4315,b3393,0.538,obo2,b2995
b3393,b2281,0.462,obo1,b2995
b2281,b1628,0.385,obo2,b2995
b1628,b3959,0.308,obo1,b2995
b3959,b0118,0.231,obo2,b2995
b0118,b0863,0.154,obo1,b2995
b0863,b2600,0.077,obo2,b2995
b2600,b2281,0.000,obo1,b2995
b1116,b3737,0.929,obo1,b1116
b3737,b1939,0.857,obo2,b1116
b1939,b3993,0.786,obo1,b1116
b3993,b0439,0.714,obo2,b1116
b0439,b3288,0.643,obo1,b1116
b3288,b4315,0.571,obo2,b1116
b4315,b3393,0.500,obo1,b1116
b3393,b2281,0.429,obo2,b1116
b2281,b1628,0.357,obo1,b1116
b1628,b3959,0.286,obo2,b1116
b3959,b0118,0.214,obo1,b1116
b0118,b0863,0.143,obo2,b1116
b0863,b2600,0.071,obo1,b1116
b2600,b2281,0.000,obo2,b1116
b1830,b3771,0.933,obo1,b1830
b3771,b3231,0.867,obo2,b1830
b3231,b1917,0.800,obo1,b1830
b1917,b3623,0.733,obo2,b1830
b3623,b3168,0.667,obo1,b1830
b3168,b1886,0.600,obo2,b1830
b1886,b3640,0.533,obo1,b1830
b3640,b2199,0.467,obo2,b1830
b2199,b2600,0.400,obo1,b1830
b2600,b2281,0.333,obo2,b1830
b2281,b1628,0.267,obo1,b1830
b1628,b3959,0.200,obo2,b1830
b3959,b0118,0.133,obo1,b1830
b0118,b0863,0.067,obo2,b1830
b0863,b2600,0.000,obo1,b1830
b1836,b4244,0.667,obo1,b1836
b4244,b0325,0.333,obo2,b1836
b0325,b4244,0.000,obo1,b1836
b1301,b2726,0.833,obo1,b1301
b2726,b1493,0.667,obo2,b1301
b1493,b2903,0.500,obo1,b1301
b2903,b4188,0.333,obo2,b1301
b4188,b2203,0.167,obo1,b1301
b2203,b4188,0.000,obo2,b1301
b1300,b2526,0.750,obo1,b1300
b2526,b3869,0.500,obo2,b1300
b3869,b1245,0.250,obo1,b1300
b1245,b1300,0.000,obo2,b1300
b1306,b4032,0.889,obo1,b1306
b4032,b1480,0.778,obo2,b1306
b1480,b1406,0.667,obo1,b1306
b1406,b3566,0.556,obo2,b1306
b3566,b1067,0.444,obo1,b1306
b1067,b1767,0.333,obo2,b1306
b1767,b0003,0.222,obo1,b1306
b0003,b1444,0.111,obo2,b1306
b1444,b0003,0.000,obo1,b1306
b1305,b1627,0.917,obo1,b1305
b1627,b0948,0.833,obo2,b1305
b0948,b3923,0.750,obo1,b1305
b3923,b2665,0.667,obo2,b1305
b2665,b1967,0.583,obo1,b1305
b1967,b1628,0.500,obo2,b1305
b1628,b3959,0.417,obo1,b1305
b3959,b0118,0.333,obo2,b1305
b0118,b0863,0.250,obo1,b1305
b0863,b2600,0.167,obo2,b1305
b2600,b2281,0.083,obo1,b1305
b2281,b1628,0.000,obo2,b1305
b1304,b2763,0.938,obo1,b1304
b2763,b3771,0.875,obo2,b1304
b3771,b3231,0.812,obo1,b1304
b3231,b1917,0.750,obo2,b1304
b1917,b3623,0.688,obo1,b1304
b3623,b3168,0.625,obo2,b1304
b3168,b1886,0.562,obo1,b1304
b1886,b3640,0.500,obo2,b1304
b3640,b2199,0.438,obo1,b1304
b2199,b2600,0.375,obo2,b1304
b2600,b2281,0.312,obo1,b1304
b2281,b1628,0.250,obo2,b1304
b1628,b3959,0.188,obo1,b1304
b3959,b0118,0.125,obo2,b1304
b0118,b0863,0.062,obo1,b1304
b0863,b2600,0.000,obo2,b1304
b3626,b1679,0.667,obo1,b3626
b1679,b3167,0.333,obo2,b3626
b3167,b1679,0.000,obo1,b3626
b3627,b1678,0.750,obo1,b3627
b1678,b2019,0.500,obo2,b3627
b2019,b4045,0.250,obo1,b3627
b4045,b2019,0.000,obo2,b3627
b3543,b0248,0.800,obo1,b3543
b0248,b3065,0.600,obo2,b3543
b3065,b1779,0.400,obo1,b3543
b1779,b3510,0.200,obo2,b3543
b3510,b1779,0.000,obo1,b3543
b3625,b1134,0.800,obo1,b3625
b1134,b3312,0.600,obo2,b3625
b3312,b0419,0.400,obo1,b3625
b0419,b0523,0.200,obo2,b3625
b0523,b0419,0.000,obo1,b3625
b3190,b2148,0.500,obo1,b3190
b2148,b3190,0.000,obo2,b3190
b3191,b1212,0.667,obo1,b3191
b1212,b1941,0.333,obo2,b3191
b1941,b1212,0.000,obo1,b3191
b0643,b0886,0.750,obo1,b0643
b0886,b0169,0.500,obo2,b0643
b0169,b3049,0.250,obo1,b0643
b3049,b0643,0.000,obo2,b0643
b3621,b0419,0.667,obo1,b3621
b0419,b0523,0.333,obo2,b3621
b0523,b0419,0.000,obo1,b3621
b4381,b1891,0.750,obo1,b4381
b1891,b0523,0.500,obo2,b4381
b0523,b0419,0.250,obo1,b4381
b0419,b0523,0.000,obo2,b4381
b4382,b3603,0.929,obo1,b4382
b3603,b1917,0.857,obo2,b4382
b1917,b3623,0.786,obo1,b4382
b3623,b3168,0.714,obo2,b4382
b3168,b1886,0.643,obo1,b4382
b1886,b3640,0.571,obo2,b4382
b3640,b2199,0.500,obo1,b4382
b2199,b2600,0.429,obo2,b4382
b2600,b2281,0.357,obo1,b4382
b2281,b1628,0.286,obo2,b4382
b1628,b3959,0.214,obo1,b4382
b3959,b0118,0.143,obo2,b4382
b0118,b0863,0.071,obo1,b4382
b0863,b2600,0.000,obo2,b4382
b1739,b0685,0.667,obo1,b1739
b0685,b4147,0.333,obo2,b1739
b4147,b0685,0.000,obo1,b1739
b1732,b3507,0.667,obo1,b1732
b3507,b3388,0.333,obo2,b1732
b3388,b3507,0.000,obo1,b1732
b2805,b0003,0.667,obo1,b2805
b0003,b1444,0.333,obo2,b2805
b1444,b0003,0.000,obo1,b2805
b3001,b0922,0.667,obo1,b3001
b0922,b3024,0.333,obo2,b3001
b3024,b0922,0.000,obo1,b3001
b1225,b3307,0.800,obo1,b1225
b3307,b1632,0.600,obo2,b1225
b1632,b1883,0.400,obo1,b1225
b1883,b1224,0.200,obo2,b1225
b1224,b1883,0.000,obo1,b1225
b1942,b4174,0.800,obo1,b1942
b4174,b3400,0.600,obo2,b1942
b3400,b3170,0.400,obo1,b1942
b3170,b1243,0.200,obo2,b1942
b1243,b3170,0.000,obo1,b1942
b1882,b0733,0.667,obo1,b1882
b0733,b2525,0.333,obo2,b1882
b2525,b0733,0.000,obo1,b1882
b1945,b1587,0.833,obo1,b1945
b1587,b2125,0.667,obo2,b1945
b2125,b2014,0.500,obo1,b1945
b2014,b2752,0.333,obo2,b1945
b2752,b2416,0.167,obo1,b1945
b2416,b2752,0.000,obo2,b1945
b0886,b0169,0.750,obo1,b0886
b0169,b3049,0.500,obo2,b0886
b3049,b0643,0.250,obo1,b0886
b0643,b0886,0.000,obo2,b0886
b1235,b2286,0.933,obo1,b1235
b2286,b1089,0.867,obo2,b1235
b1089,b3784,0.800,obo1,b1235
b3784,b3931,0.733,obo2,b1235
b3931,b0948,0.667,obo1,b1235
b0948,b3923,0.600,obo2,b1235
b3923,b2665,0.533,obo1,b1235
b2665,b1967,0.467,obo2,b1235
b1967,b1628,0.400,obo1,b1235
b1628,b3959,0.333,obo2,b1235
b3959,b0118,0.267,obo1,b1235
b0118,b0863,0.200,obo2,b1235
b0863,b2600,0.133,obo1,b1235
b2600,b2281,0.067,obo2,b1235
b2281,b1628,0.000,obo1,b1235
b1946,b4045,0.667,obo1,b1946
b4045,b2019,0.333,obo2,b1946
b2019,b4045,0.000,obo1,b1946
b1941,b1212,0.500,obo1,b1941
b1212,b1941,0.000,obo2,b1941
b0734,b0894,0.500,obo1,b0734
b0894,b0734,0.000,obo2,b0734
b0737,b2662,0.750,obo1,b0737
b2662,b2614,0.500,obo2,b0737
b2614,b3012,0.250,obo1,b0737
b3012,b0737,0.000,obo2,b0737
b0736,b1948,0.750,obo1,b0736
b1948,b0003,0.500,obo2,b0736
b0003,b1444,0.250,obo1,b0736
b1444,b0003,0.000,obo2,b0736
b0738,b1257,0.750,obo1,b0738
b1257,b1724,0.500,obo2,b0738
b1724,b0283,0.250,obo1,b0738
